episode,model,seed,elapsed_seconds,moving_avg_score,model_size,device,score,steps,reward,epsilon,loss
1,double_dqn,2,0.0002,0.0,18563,cpu,0,14,-10.63,0.99734,0.0
2,double_dqn,2,0.0003,0.0,18563,cpu,0,12,-10.21,0.99506,0.0
3,double_dqn,2,0.0007,0.0,18563,cpu,0,43,-10.62,0.98689,0.0
4,double_dqn,2,0.0022,0.0,18563,cpu,0,33,-10.12,0.98062,0.596145
5,double_dqn,2,0.006,0.0,18563,cpu,0,11,-10.9,0.97853,0.293646
6,double_dqn,2,0.0137,0.0,18563,cpu,0,23,-10.02,0.97416,0.845576
7,double_dqn,2,0.0247,0.0,18563,cpu,0,33,-10.92,0.96789,0.229404
8,double_dqn,2,0.0274,0.0,18563,cpu,0,8,-10.57,0.96637,0.395255
9,double_dqn,2,0.0297,0.0,18563,cpu,0,7,-10.46,0.96504,0.226346
10,double_dqn,2,0.0349,0.0,18563,cpu,0,15,-9.54,0.96219,0.115954
11,double_dqn,2,0.0392,0.0,18563,cpu,0,13,-10.52,0.95972,0.222231
12,double_dqn,2,0.0415,0.0,18563,cpu,0,7,-10.26,0.95839,0.403667
13,double_dqn,2,0.0442,0.0,18563,cpu,0,8,-9.77,0.95687,0.03608
14,double_dqn,2,0.0465,0.0,18563,cpu,0,7,-10.26,0.95554,0.016551
15,double_dqn,2,0.056,0.0667,18563,cpu,1,29,-0.77,0.95003,0.039673
16,double_dqn,2,0.0606,0.0625,18563,cpu,0,14,-10.63,0.94737,0.302084
17,double_dqn,2,0.0638,0.0588,18563,cpu,0,10,-10.59,0.94547,0.332419
18,double_dqn,2,0.0733,0.0556,18563,cpu,0,29,-10.88,0.93996,0.341122
19,double_dqn,2,0.0809,0.0526,18563,cpu,0,23,-10.62,0.93559,0.086628
20,double_dqn,2,0.092,0.1,18563,cpu,1,34,0.08,0.92913,0.011246
21,double_dqn,2,0.0987,0.1429,18563,cpu,1,20,0.02,0.92533,0.286448
22,double_dqn,2,0.1029,0.1364,18563,cpu,0,13,-10.32,0.92286,0.011475
23,double_dqn,2,0.1079,0.1304,18563,cpu,0,15,-10.14,0.92001,0.242335
24,double_dqn,2,0.1144,0.1667,18563,cpu,1,20,0.82,0.91621,0.00948
25,double_dqn,2,0.1185,0.16,18563,cpu,0,12,-10.21,0.91393,0.235778
26,double_dqn,2,0.1228,0.1538,18563,cpu,0,13,-10.12,0.91146,0.559687
