episode,model,seed,elapsed_seconds,moving_avg_score,model_size,device,score,steps,reward,epsilon,loss
1,dueling_dqn,2,0.0002,0.0,35204,cpu,0,14,-10.63,0.99734,0.0
2,dueling_dqn,2,0.0003,0.0,35204,cpu,0,12,-10.21,0.99506,0.0
3,dueling_dqn,2,0.0006,0.0,35204,cpu,0,26,-10.75,0.99012,0.0
4,dueling_dqn,2,0.0039,0.0,35204,cpu,0,52,-11.41,0.98024,0.305065
5,dueling_dqn,2,0.0178,0.0,35204,cpu,0,28,-9.97,0.97492,0.544273
6,dueling_dqn,2,0.0383,0.0,35204,cpu,0,41,-11.0,0.96713,0.649992
7,dueling_dqn,2,0.0418,0.0,35204,cpu,0,7,-10.06,0.9658,0.144378
8,dueling_dqn,2,0.0472,0.0,35204,cpu,0,11,-10.5,0.96371,0.170497
9,dueling_dqn,2,0.0566,0.1111,35204,cpu,1,19,-0.47,0.9601,0.006755
10,dueling_dqn,2,0.06,0.1,35204,cpu,0,7,-10.66,0.95877,0.288115
11,dueling_dqn,2,0.0752,0.0909,35204,cpu,0,14,-10.43,0.95611,0.323455
12,dueling_dqn,2,0.0845,0.0833,35204,cpu,0,8,-10.17,0.95459,0.281301
13,dueling_dqn,2,0.0979,0.1538,35204,cpu,1,19,-0.07,0.95098,0.005522
14,dueling_dqn,2,0.103,0.1429,35204,cpu,0,10,-10.59,0.94908,0.29577
15,dueling_dqn,2,0.1123,0.1333,35204,cpu,0,19,-10.38,0.94547,0.504531
16,dueling_dqn,2,0.1227,0.125,35204,cpu,0,21,-10.4,0.94148,0.24868
17,dueling_dqn,2,0.1272,0.1176,35204,cpu,0,9,-10.68,0.93977,0.018243
18,dueling_dqn,2,0.1378,0.1111,35204,cpu,0,22,-9.91,0.93559,0.134997
19,dueling_dqn,2,0.1549,0.1053,35204,cpu,0,35,-11.14,0.92894,0.01496
20,dueling_dqn,2,0.1619,0.15,35204,cpu,1,14,0.08,0.92628,0.271341
21,dueling_dqn,2,0.1708,0.1429,35204,cpu,0,18,-10.67,0.92286,0.015193
22,dueling_dqn,2,0.1763,0.1364,35204,cpu,0,11,-10.1,0.92077,0.014645
23,dueling_dqn,2,0.1812,0.1304,35204,cpu,0,10,-10.39,0.91887,0.009454
24,dueling_dqn,2,0.1937,0.125,35204,cpu,0,26,-10.55,0.91393,0.021397
25,dueling_dqn,2,0.2,0.12,35204,cpu,0,13,-10.92,0.91146,0.085696
26,dueling_dqn,2,0.2026,0.1154,35204,cpu,0,5,-9.64,0.91051,0.267798
27,dueling_dqn,2,0.2093,0.1111,35204,cpu,0,14,-9.63,0.90785,0.02393
28,dueling_dqn,2,0.2312,0.1071,35204,cpu,0,45,-10.04,0.8993,0.064942
29,dueling_dqn,2,0.242,0.1379,35204,cpu,1,22,-0.4,0.89512,0.016053
30,dueling_dqn,2,0.2513,0.1333,35204,cpu,0,19,-10.38,0.89151,0.010104
31,dueling_dqn,2,0.2786,0.129,35204,cpu,0,56,-10.85,0.88087,0.294133
32,dueling_dqn,2,0.2878,0.125,35204,cpu,0,19,-10.18,0.87726,0.333437
33,dueling_dqn,2,0.2921,0.1212,35204,cpu,0,9,-10.48,0.87555,0.007846
34,dueling_dqn,2,0.2951,0.1176,35204,cpu,0,6,-9.95,0.87441,0.040748
35,dueling_dqn,2,0.3039,0.1143,35204,cpu,0,18,-10.27,0.87099,0.027654
36,dueling_dqn,2,0.3068,0.1111,35204,cpu,0,6,-9.95,0.86985,0.030313
37,dueling_dqn,2,0.3113,0.1081,35204,cpu,0,9,-10.88,0.86814,0.053147
38,dueling_dqn,2,0.3193,0.1053,35204,cpu,0,16,-10.85,0.8651,0.039649
39,dueling_dqn,2,0.3356,0.1026,35204,cpu,0,33,-10.32,0.85883,0.027
40,dueling_dqn,2,0.3731,0.1,35204,cpu,0,76,-10.25,0.84439,0.058403
41,dueling_dqn,2,0.3792,0.0976,35204,cpu,0,12,-10.41,0.84211,0.307131
42,dueling_dqn,2,0.402,0.119,35204,cpu,1,47,-0.35,0.83318,0.018856
43,dueling_dqn,2,0.4103,0.1163,35204,cpu,0,17,-10.36,0.82995,0.032006
