episode,model,seed,elapsed_seconds,moving_avg_score,model_size,device,score,steps,reward,epsilon,loss
1,dueling_dqn,3,0.0002,0.0,35204,cpu,0,19,-10.78,0.99639,0.0
2,dueling_dqn,3,0.0007,0.0,35204,cpu,0,50,-10.99,0.98689,0.0
3,dueling_dqn,3,0.0008,0.3333,35204,cpu,1,10,0.12,0.98499,0.0
4,dueling_dqn,3,0.0009,0.25,35204,cpu,0,5,-10.44,0.98404,0.0
5,dueling_dqn,3,0.0051,0.2,35204,cpu,0,23,-10.82,0.97967,0.299193
6,dueling_dqn,3,0.0192,0.1667,35204,cpu,0,29,-10.08,0.97416,0.270889
7,dueling_dqn,3,0.0397,0.1429,35204,cpu,0,42,-10.31,0.96618,0.023003
8,dueling_dqn,3,0.0449,0.125,35204,cpu,0,11,-10.7,0.96409,0.115801
9,dueling_dqn,3,0.0585,0.1111,35204,cpu,0,29,-11.28,0.95858,0.035928
10,dueling_dqn,3,0.0682,0.1,35204,cpu,0,20,-10.29,0.95478,0.008857
11,dueling_dqn,3,0.0772,0.1818,35204,cpu,1,19,-0.27,0.95117,0.333716
12,dueling_dqn,3,0.0805,0.1667,35204,cpu,0,7,-10.46,0.94984,0.041473
13,dueling_dqn,3,0.0976,0.1538,35204,cpu,0,36,-9.85,0.943,0.043157
14,dueling_dqn,3,0.1038,0.1429,35204,cpu,0,13,-10.32,0.94053,0.196388
15,dueling_dqn,3,0.1246,0.1333,35204,cpu,0,44,-10.53,0.93217,0.022403
16,dueling_dqn,3,0.1279,0.125,35204,cpu,0,7,-10.46,0.93084,0.046413
17,dueling_dqn,3,0.1367,0.1176,35204,cpu,0,19,-9.98,0.92723,0.019767
18,dueling_dqn,3,0.1496,0.1111,35204,cpu,0,27,-10.86,0.9221,0.023622
19,dueling_dqn,3,0.1689,0.1053,35204,cpu,0,41,-10.8,0.91431,0.054887
20,dueling_dqn,3,0.1784,0.15,35204,cpu,1,20,0.42,0.91051,0.106007
21,dueling_dqn,3,0.1893,0.1429,35204,cpu,0,23,-10.02,0.90614,0.025804
22,dueling_dqn,3,0.1966,0.1364,35204,cpu,0,15,-9.54,0.90329,0.12488
23,dueling_dqn,3,0.2014,0.1304,35204,cpu,0,10,-9.79,0.90139,0.085525
24,dueling_dqn,3,0.2159,0.1667,35204,cpu,1,30,0.32,0.89569,0.051089
25,dueling_dqn,3,0.2317,0.2,35204,cpu,1,33,-1.01,0.88942,0.012634
26,dueling_dqn,3,0.2408,0.1923,35204,cpu,0,19,-10.58,0.88581,0.044085
27,dueling_dqn,3,0.2465,0.1852,35204,cpu,0,12,-11.01,0.88353,0.01919
28,dueling_dqn,3,0.2503,0.1786,35204,cpu,0,8,-9.97,0.88201,0.093937
29,dueling_dqn,3,0.2886,0.1724,35204,cpu,0,81,-11.4,0.86662,0.035261
30,dueling_dqn,3,0.3028,0.1667,35204,cpu,0,30,-9.79,0.86092,0.331532
31,dueling_dqn,3,0.3094,0.1613,35204,cpu,0,14,-10.63,0.85826,0.031904
32,dueling_dqn,3,0.3142,0.1562,35204,cpu,0,10,-10.39,0.85636,0.321508
