episode,model,seed,elapsed_seconds,moving_avg_score,model_size,device,score,steps,reward,epsilon,loss
168,q_learning,3,0.0541,1.36,597,cpu,2,26,10.87,0.4308,0.0
169,q_learning,3,0.0547,1.38,603,cpu,3,37,20.57,0.42865,0.0
170,q_learning,3,0.0549,1.36,606,cpu,0,11,-9.3,0.4265,0.0
171,q_learning,3,0.0553,1.4,606,cpu,2,20,10.53,0.42437,0.0
172,q_learning,3,0.0557,1.38,609,cpu,2,23,11.2,0.42225,0.0
173,q_learning,3,0.0566,1.48,639,cpu,5,54,41.52,0.42014,0.0
174,q_learning,3,0.0572,1.54,639,cpu,3,36,20.88,0.41804,0.0
175,q_learning,3,0.0573,1.56,639,cpu,1,7,0.45,0.41595,0.0
176,q_learning,3,0.0579,1.58,645,cpu,2,23,11.4,0.41387,0.0
177,q_learning,3,0.0584,1.6,648,cpu,3,29,20.45,0.4118,0.0
178,q_learning,3,0.0592,1.64,657,cpu,3,49,20.65,0.40974,0.0
179,q_learning,3,0.0595,1.64,660,cpu,2,18,10.75,0.40769,0.0
180,q_learning,3,0.0596,1.64,660,cpu,0,11,-9.3,0.40565,0.0
181,q_learning,3,0.0604,1.7,663,cpu,4,44,31.71,0.40362,0.0
182,q_learning,3,0.0609,1.72,666,cpu,1,34,0.68,0.40161,0.0
183,q_learning,3,0.0613,1.74,666,cpu,2,20,10.93,0.3996,0.0
184,q_learning,3,0.0614,1.7,666,cpu,0,7,-9.46,0.3976,0.0
185,q_learning,3,0.0617,1.72,669,cpu,2,17,10.66,0.39561,0.0
186,q_learning,3,0.0625,1.78,675,cpu,3,50,21.14,0.39363,0.0
187,q_learning,3,0.0634,1.86,681,cpu,4,55,31.7,0.39167,0.0
188,q_learning,3,0.0637,1.9,684,cpu,2,16,10.77,0.38971,0.0
189,q_learning,3,0.0646,1.92,687,cpu,3,50,21.94,0.38776,0.0
190,q_learning,3,0.0651,1.92,687,cpu,2,35,11.48,0.38582,0.0
191,q_learning,3,0.0658,1.98,690,cpu,3,35,20.59,0.38389,0.0
192,q_learning,3,0.0664,1.98,693,cpu,2,38,11.15,0.38197,0.0
193,q_learning,3,0.0673,2.02,693,cpu,4,53,31.12,0.38006,0.0
194,q_learning,3,0.0676,2.02,693,cpu,1,13,0.59,0.37816,0.0
195,q_learning,3,0.0677,2.02,696,cpu,2,7,9.96,0.37627,0.0
196,q_learning,3,0.0682,2.06,696,cpu,3,26,20.98,0.37439,0.0
197,q_learning,3,0.0685,2.1,696,cpu,3,21,20.93,0.37252,0.0
198,q_learning,3,0.0687,2.06,696,cpu,1,9,0.63,0.37066,0.0
199,q_learning,3,0.0691,2.06,699,cpu,2,24,11.29,0.3688,0.0
200,q_learning,3,0.0693,2.04,702,cpu,0,9,-9.68,0.36696,0.0
201,q_learning,3,0.0697,2.06,702,cpu,2,23,11.0,0.36512,0.0
202,q_learning,3,0.0705,2.12,720,cpu,5,50,43.36,0.3633,0.0
203,q_learning,3,0.0709,2.14,723,cpu,2,22,10.71,0.36148,0.0
204,q_learning,3,0.0711,2.12,723,cpu,1,12,0.5,0.35967,0.0
205,q_learning,3,0.0717,2.12,729,cpu,2,33,11.3,0.35788,0.0
206,q_learning,3,0.0727,2.18,741,cpu,5,58,41.88,0.35609,0.0
207,q_learning,3,0.0728,2.16,741,cpu,0,8,-9.37,0.35431,0.0
208,q_learning,3,0.0739,2.24,747,cpu,5,65,43.11,0.35253,0.0
209,q_learning,3,0.0742,2.22,747,cpu,1,14,0.28,0.35077,0.0
210,q_learning,3,0.0744,2.22,747,cpu,2,8,10.45,0.34902,0.0
211,q_learning,3,0.0749,2.22,750,cpu,2,30,10.43,0.34727,0.0
