episode,model,seed,elapsed_seconds,moving_avg_score,model_size,device,score,steps,reward,epsilon,loss
1,dqn,2,0.0002,0.0,18563,cpu,0,14,-10.63,0.99734,0.0
2,dqn,2,0.0004,0.0,18563,cpu,0,12,-10.21,0.99506,0.0
3,dqn,2,0.0009,0.0,18563,cpu,0,43,-10.62,0.98689,0.0
4,dqn,2,0.0029,0.0,18563,cpu,0,33,-10.12,0.98062,0.596186
5,dqn,2,0.011,0.0,18563,cpu,0,11,-10.9,0.97853,0.294451
6,dqn,2,0.0386,0.1667,18563,cpu,1,62,0.0,0.96675,0.002344
7,dqn,2,0.0413,0.1429,18563,cpu,0,7,-10.06,0.96542,0.193016
8,dqn,2,0.0471,0.125,18563,cpu,0,15,-10.54,0.96257,0.211068
9,dqn,2,0.0541,0.2222,18563,cpu,1,16,-0.54,0.95953,0.055351
10,dqn,2,0.0606,0.2,18563,cpu,0,17,-9.56,0.9563,0.784295
11,dqn,2,0.0635,0.2727,18563,cpu,1,7,-0.35,0.95497,0.329635
12,dqn,2,0.073,0.25,18563,cpu,0,23,-10.62,0.9506,0.740574
13,dqn,2,0.079,0.2308,18563,cpu,0,16,-10.05,0.94756,0.629022
14,dqn,2,0.0831,0.2143,18563,cpu,0,11,-9.5,0.94547,0.56854
15,dqn,2,0.0918,0.2,18563,cpu,0,20,-10.69,0.94167,0.018299
16,dqn,2,0.1087,0.25,18563,cpu,1,35,0.37,0.93502,0.009076
17,dqn,2,0.1244,0.2941,18563,cpu,1,34,-0.32,0.92856,0.234665
18,dqn,2,0.1323,0.2778,18563,cpu,0,19,-10.58,0.92495,0.256151
19,dqn,2,0.1374,0.2632,18563,cpu,0,13,-10.52,0.92248,0.491988
20,dqn,2,0.1463,0.25,18563,cpu,0,22,-10.31,0.9183,0.005729
21,dqn,2,0.1504,0.2381,18563,cpu,0,11,-10.5,0.91621,0.563679
22,dqn,2,0.1557,0.2273,18563,cpu,0,12,-10.41,0.91393,0.55725
23,dqn,2,0.1605,0.2174,18563,cpu,0,13,-10.92,0.91146,0.140198
24,dqn,2,0.1633,0.2083,18563,cpu,0,5,-10.44,0.91051,0.103775
25,dqn,2,0.1685,0.2,18563,cpu,0,14,-10.03,0.90785,0.264903
26,dqn,2,0.1772,0.1923,18563,cpu,0,19,-9.78,0.90424,0.11572
27,dqn,2,0.1912,0.2222,18563,cpu,1,33,0.19,0.89797,0.289082
28,dqn,2,0.1947,0.2143,18563,cpu,0,8,-9.77,0.89645,0.33421
29,dqn,2,0.2004,0.2069,18563,cpu,0,14,-10.63,0.89379,0.281785
30,dqn,2,0.2068,0.2,18563,cpu,0,14,-10.63,0.89113,0.010146
31,dqn,2,0.2126,0.2258,18563,cpu,1,12,0.3,0.88885,0.017176
32,dqn,2,0.2216,0.2188,18563,cpu,0,22,-10.51,0.88467,0.031471
33,dqn,2,0.2291,0.2121,18563,cpu,0,17,-10.36,0.88144,0.024093
34,dqn,2,0.238,0.2059,18563,cpu,0,20,-10.09,0.87764,0.289028
35,dqn,2,0.2415,0.2,18563,cpu,0,9,-10.48,0.87593,0.055261
36,dqn,2,0.2446,0.2222,18563,cpu,1,7,0.25,0.8746,0.015077
